Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot99,"LimboFPS",normal,4,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #5","1","20:26:15","20:26:28",
Bot99,"LimboFPS",normal,4,Pending,"Dorms 2 Story","Dorms 2 Story: Objective #6","1","20:26:33","N/A",
Bot100,"AcidPhantasm",normal,17,Pending,"Short Cut","Short Cut: Objective #1","1","20:23:00","N/A",
Bot102,"Пантелеймон Огнестрел (Kiki)",normal,1,Completed,"Storage","Storage: Objective #8","1","20:24:27","20:24:56",
Bot102,"Пантелеймон Огнестрел (Kiki)",normal,1,Completed,"Storage","Storage: Objective #7","1","20:25:01","20:25:11",
Bot102,"Пантелеймон Огнестрел (Kiki)",normal,1,Completed,"Storage","Storage: Objective #6","1","20:25:16","20:25:54",
Bot102,"Пантелеймон Огнестрел (Kiki)",normal,1,Completed,"Storage","Storage: Objective #5","1","20:25:59","20:26:42",
Bot102,"Пантелеймон Огнестрел (Kiki)",normal,1,Completed,"Storage","Storage: Objective #4","1","20:26:47","20:27:05",
Bot102,"Пантелеймон Огнестрел (Kiki)",normal,1,Completed,"Storage","Storage: Objective #3","1","20:27:10","20:28:06",
Bot102,"Пантелеймон Огнестрел (Kiki)",normal,1,Completed,"Storage","Storage: Objective #2","1","20:28:11","20:28:25",
Bot102,"Пантелеймон Огнестрел (Kiki)",normal,1,Completed,"Storage","Storage: Objective #1","1","20:28:30","20:28:44",
Bot102,"Пантелеймон Огнестрел (Kiki)",normal,1,Active,"Big Red","Big Red: Objective #4","1","20:28:49","N/A",
Bot103,"Zmyh",normal,19,Completed,"Big Red","Big Red: Objective #3","1","20:25:03","20:25:32",
Bot103,"Zmyh",normal,19,Pending,"Big Red","Big Red: Objective #2","1","20:25:37","N/A",
Bot104,"Clerance",normal,33,Failed,"Fortress","Fortress: Objective #3","1","20:25:04","20:26:09",
Bot105,"Якун Нежный (Agnotology)",normal,1,Failed,"Fortress","Fortress: Objective #4","1","20:26:24","20:27:12",
Bot106,"Pettan",normal,27,Failed,"Factory Shacks","Factory Shacks: Objective #1","1","20:26:43","20:27:09",
Bot108,"Святослав Мамин-сын (Boop)",normal,1,Active,"Dorms 2 Story","Dorms 2 Story: Objective #9","1","20:27:51","N/A",
Bot109,"CrocodileJonesy",normal,8,Completed,"Crackhouse","Crackhouse: Objective #7","1","20:28:12","20:28:40",
Bot109,"CrocodileJonesy",normal,8,Completed,"Crackhouse","Crackhouse: Objective #2","1","20:28:45","20:29:18",
Bot109,"CrocodileJonesy",normal,8,Completed,"Crackhouse","Crackhouse: Objective #3","1","20:29:23","20:29:34",
Bot109,"CrocodileJonesy",normal,8,Pending,"Crackhouse","Crackhouse: Objective #4","1","20:29:39","N/A",
Bot113,"Донатий Функция (laser50)",normal,1,Completed,"Fortress","Fortress: Objective #8","1","20:31:23","20:31:32",
